Run2022C
360127:8247,10/10/22 21:26:55,201,201,59941609.645690709,57739014.247306965
360128:8247,10/10/22 22:46:22,163,163,45383640.468358323,43967728.034654997
360130:8247,10/11/22 00:51:09,5,5,1279160.176011130,861481.348534654
360131:8247,10/11/22 00:56:13,378,378,89937745.578501359,87370717.301174790
360141:8248,10/11/22 05:31:36,751,751,303972432.120613098,289861705.911582649
360224:8253,10/12/22 01:08:53,217,217,83711960.203848898,77493950.922041833
360225:8253,10/12/22 02:42:17,355,355,147689431.644875586,137616834.962555677
360295:8260,10/13/22 02:45:03,1439,1439,540039633.634224892,516225455.461560369
360296:8260,10/13/22 12:07:36,519,519,136027219.053211421,131649125.019589692
360327:8263,10/14/22 00:26:23,352,352,138034397.681988418,131807125.544670328
Run2022G
362437:8456,11/21/22 11:53:12,31,31,11505451.982731652,9766000.301976766
362439:8456,11/21/22 13:08:41,1374,1374,528865965.183057427,506073916.965205550
362597:8471,11/23/22 21:16:30,139,139,59784039.736107804,57671469.227341495
362614:8474,11/24/22 06:40:41,153,153,69212131.486676261,64255070.361064062
362615:8474,11/24/22 07:43:24,149,149,71404259.104711682,66283169.028988637
362616:8474,11/24/22 08:45:49,351,351,169615135.355261594,158203139.229366362
362617:8474,11/24/22 11:07:16,244,244,113832506.620473906,107721529.382113308
362618:8474,11/24/22 12:44:46,274,274,108287894.099823028,100029976.083230749
362653:8484,11/25/22 07:53:12,266,266,107975154.326840028,102033855.761540398
362654:8484,11/25/22 09:39:59,26,26,11470235.028894033,10606216.148895081
362655:8484,11/25/22 10:00:15,333,333,147807042.459522665,140460920.024217635
362657:8484,11/25/22 12:32:35,198,198,83689220.445039034,80388441.970040157
362695:8489,11/26/22 00:41:34,334,334,136457490.539825708,128510058.962861806
362696:8489,11/26/22 02:52:11,1711,1711,609427589.093917727,585028573.880158305
362698:8489,11/26/22 14:10:14,374,374,83703240.758912623,80857402.071980238
362720:8491,11/26/22 22:59:02,898,898,372627843.156956434,355541624.555921555
362727:8491,11/27/22 05:16:11,4,4,1603379.910493040,1411171.656911905
362728:8491,11/27/22 05:21:34,388,388,150607017.470287055,143542102.133234262
362757:8496,11/27/22 22:14:46,62,62,21364207.648830440,19510114.921651173
362758:8496,11/27/22 22:43:07,205,205,87135713.173787266,82564201.726164132
362760:8496,11/28/22 00:16:05,728,728,295604737.541355968,282294081.232847989
Run2023B
366727:8675,04/27/23 22:14:39,243,243,16406075.933336966,15384789.896102255
366729:8675,04/28/23 00:28:26,414,414,28740483.087140992,27017133.245164018
366801:8685,04/29/23 11:49:49,429,429,25928824.054914869,24097699.808151890
366802:8685,04/29/23 14:38:53,22,22,1200256.102540567,1094793.475721271
366804:8685,04/29/23 14:52:11,150,150,7380363.653978413,7135669.319028306
366820:8686,04/29/23 18:17:19,372,372,23950767.582123190,21719920.843633104
366821:8686,04/29/23 20:43:29,967,967,57286543.934062250,53472109.050646558
366829:8690,04/30/23 08:56:23,215,215,12954667.587072732,11738859.817066222
366832:8690,04/30/23 10:27:18,258,258,20162717.183218323,18059364.394555151
366833:8690,04/30/23 12:14:16,623,623,34570091.922932982,32268772.953171913
366838:8691,04/30/23 18:25:11,112,112,6805640.097283998,6087084.304176711
366840:8691,04/30/23 19:16:27,180,180,14126732.177795673,11906859.487299465
366841:8691,04/30/23 20:30:41,258,258,18349486.797941182,16430793.578144310
366850:8692,05/01/23 01:02:36,141,141,9548930.645937655,8593298.563362524
366933:8701,05/03/23 00:56:24,1170,1170,203610461.705547243,190492117.912855923
367062:8723,05/05/23 11:39:01,13,13,589468.994910221,498854.519168802
367063:8723,05/05/23 11:50:58,15,15,754161.291110580,638262.871816271
367064:8723,05/05/23 11:58:54,327,327,24634009.372574259,22695565.410147239
367065:8723,05/05/23 15:09:08,262,262,18147768.050754324,16403643.937915972
367070:8724,05/05/23 20:59:27,83,83,11471080.171088768,11234915.797978599
367079:8725,05/06/23 03:51:51,713,713,128129071.626799256,120162918.479250178
Run2023C
367095:8728,05/06/23 11:29:02,564,564,116296329.722821280,109619344.042534634
367100:8729,05/06/23 18:09:21,346,346,69363299.564679667,65165683.603299119
367102:8729,05/06/23 20:28:48,75,75,16317724.200726731,15104963.804763723
367103:8729,05/06/23 21:02:02,64,64,13987490.358171543,12809401.775146753
367104:8729,05/06/23 21:31:30,1082,1082,191017247.118355393,183123726.000580043
367111:8730,05/07/23 07:24:23,288,288,55661595.134715050,51563915.378470369
367112:8730,05/07/23 09:19:36,1438,1438,254760342.259374112,243399965.628815860
367127:8731,05/07/23 20:42:33,333,333,99033686.661602780,92207595.841775328
367128:8731,05/07/23 22:54:20,7,7,2404123.621903551,2145256.503190815
367129:8731,05/07/23 23:01:54,3,3,1012357.717523159,968801.226098462
367130:8731,05/07/23 23:05:47,153,153,43005141.089783929,40689393.627055615
367131:8731,05/08/23 00:12:34,149,149,39454687.119503155,37709423.743312731
367133:8731,05/08/23 01:12:46,275,275,82633265.187282920,79289972.531616926
367228:8736,05/08/23 21:46:35,239,239,57966405.009159699,54502903.500901148
367229:8736,05/08/23 23:25:47,34,34,11562575.985384097,10816690.462865613
367230:8736,05/08/23 23:44:57,1,1,336375.933840589,301846.166867070
367231:8736,05/08/23 23:48:31,22,22,7482598.555501970,6859231.008440224
367232:8736,05/08/23 23:59:29,996,996,320955246.041580915,307248610.627153695
367234:8736,05/09/23 06:33:08,501,501,129402186.129269883,124867409.004498601
367260:8738,05/09/23 16:06:48,187,187,52056337.376491182,49446357.939555928
367262:8738,05/09/23 17:32:02,262,262,89348338.808581382,83265605.730842471
367263:8738,05/09/23 19:23:59,12,12,4036481.442022410,3404597.300908662
367264:8738,05/09/23 19:31:14,847,847,228399692.528000683,217752162.628952742
367267:8739,05/10/23 03:37:29,278,278,65904506.845758975,61607448.768001460
367269:8739,05/10/23 05:33:29,33,33,11202893.015518820,9455872.131471206
367270:8739,05/10/23 05:48:56,961,961,286746950.782969058,271863664.577098131
367271:8739,05/10/23 12:08:10,135,135,30306084.041965242,29080691.926720310
367312:8741,05/10/23 19:23:55,216,216,45084379.255603187,42268064.073196448
367314:8741,05/10/23 20:55:00,20,20,6774067.893774620,6200751.581281798
367315:8741,05/10/23 21:11:42,893,893,255496553.040544361,244534845.387456208
367334:8746,05/11/23 09:40:36,299,299,91332934.361762539,83995721.114226282
367336:8746,05/11/23 11:40:58,169,169,65750458.005928747,62578973.964930803
367337:8746,05/11/23 12:49:42,1046,1046,295576635.782608151,284539376.802855074
367355:8750,05/12/23 01:30:34,4,4,946251.839080452,812672.426747096
367406:8754,05/12/23 14:38:10,429,429,159214114.618160814,149694068.130557269
367413:8754,05/12/23 18:13:16,1294,1294,424090478.395991683,400172916.445136249
367415:8754,05/13/23 02:52:02,97,97,22366881.277387284,21650458.879163247
367416:8754,05/13/23 03:40:55,55,55,12157008.411032293,11605929.651164729
367475:8771,05/14/23 10:33:10,579,579,236826454.013760418,216721508.770605654
367477:8771,05/14/23 14:23:22,1289,1289,400407319.930438697,384953958.037708879
367515:8773,05/15/23 05:38:07,625,625,247583494.441155076,229654992.246725678
367516:8773,05/15/23 09:48:44,1236,1236,428066963.237263680,404435587.123103797
367552:8775,05/15/23 22:21:36,11,11,1107383.322193402,872434.431184395
367553:8775,05/15/23 22:27:38,644,644,270268482.397622585,256214661.470113665
367554:8775,05/16/23 02:39:53,312,312,127568297.128789306,120766311.166944653
367615:8782,05/17/23 02:49:11,432,432,169094051.010787606,160235919.185079187
367618:8782,05/17/23 06:11:09,324,324,138966818.110527515,132073296.289109334
367619:8782,05/17/23 08:19:47,577,577,186005032.718013018,179350374.217468500
367661:8784,05/17/23 22:24:43,317,317,115989118.961873904,108171867.415947095
367662:8784,05/18/23 00:29:53,18,18,8051204.514041276,7233731.090471646
367663:8784,05/18/23 00:38:47,1,1,443884.282869686,405941.677405965
367665:8784,05/18/23 00:51:18,271,271,121055421.257756919,112140629.839202091
367666:8784,05/18/23 02:39:54,82,82,36619103.326263629,33486554.111258496
367691:8786,05/18/23 12:45:43,159,159,48764882.405245617,43731612.678477511
367696:8786,05/18/23 14:31:37,1919,1919,664769256.534282327,631173730.818796277
367699:8786,05/19/23 03:14:55,151,151,29747362.786384914,28994224.397762928
367730:8794,05/19/23 17:40:18,515,515,204535271.544117898,190826785.071950078
367742:8796,05/20/23 03:16:41,405,405,160373489.048578501,153004988.365901381
367758:8804,05/21/23 03:47:38,716,716,290073458.092408299,275617674.723703921
367770:8807,05/21/23 14:39:40,152,152,47309190.400551654,44138396.797448337
367771:8807,05/21/23 15:40:13,91,91,43176241.140801072,40465834.296956718
367772:8807,05/21/23 16:17:11,6,6,2783893.093981505,2175325.966189100
367790:8811,05/22/23 02:56:12,160,160,53057659.060899235,49440907.848929644
367831:8816,05/22/23 17:58:40,452,452,193478874.419328302,183265703.345504910
367836:8817,05/23/23 00:06:34,541,541,232868425.170482635,220893889.725524724
367838:8817,05/23/23 03:40:32,793,793,338738355.446669817,322408125.073069811
367840:8817,05/23/23 08:52:14,570,570,171010026.275076091,164787318.025218815
367881:8821,05/23/23 23:38:10,139,139,49790061.044753812,47207783.143020116
367883:8821,05/24/23 00:40:40,1050,1050,494422082.457598627,468207976.894247234
367884:8821,05/24/23 07:31:57,1011,1011,324963126.967837512,313014021.000153065
367902:8822,05/24/23 17:32:35,232,232,91006359.806007206,85709670.021898985
367904:8822,05/24/23 19:07:59,103,103,49435114.212101974,44545043.931153670
367905:8822,05/24/23 19:51:10,48,48,22926500.231457364,21281962.035265163
367906:8822,05/24/23 20:15:19,344,344,164988069.535130531,150785571.187805057
367907:8822,05/24/23 22:31:40,119,119,56820619.530135967,50784695.147134706
367908:8822,05/24/23 23:20:49,358,358,152612412.128828883,142974156.345669448
367910:8822,05/25/23 01:44:16,593,593,196751024.240673989,189983790.534198910
368223:8850,05/30/23 17:28:58,436,436,49219947.089959063,42785896.235413462
368224:8850,05/30/23 20:22:23,57,57,6807788.367770849,6334914.632802011
368229:8853,05/31/23 00:15:18,518,518,95353771.882041544,90797958.850367010
368318:8858,06/01/23 13:07:55,283,283,67243075.829243436,63519966.029975779
368320:8858,06/01/23 14:59:31,285,285,81005482.553363666,77736362.603201553
368321:8858,06/01/23 16:51:29,337,337,82318926.361805141,78759287.662045270
368332:8860,06/01/23 22:20:52,14,14,2427703.257673537,2340771.291317987
368333:8860,06/01/23 22:28:24,25,25,4920809.605964278,4088554.708518800
368343:8860,06/02/23 00:57:27,328,328,100078619.479496151,95712405.653190851
368382:8863,06/02/23 16:02:36,756,756,220554910.873571634,209297224.229290277
368384:8863,06/02/23 21:15:41,44,44,11960658.291980388,11288810.775273697
368388:8865,06/03/23 00:21:46,1429,1429,376665369.318192899,358800088.607467115
368389:8865,06/03/23 09:40:44,198,198,35759134.804897636,34554403.933865041
368400:8866,06/03/23 12:50:32,232,232,68601977.774733171,64607480.316123605
368410:8870,06/03/23 23:48:50,1453,1453,441515904.341471314,419480494.909503818
368412:8870,06/04/23 09:25:10,92,92,18311516.505646843,17600033.661115967
368423:8872,06/04/23 14:14:20,474,474,199472444.596389651,190011978.761751056
368451:8873,06/04/23 23:18:33,144,144,61389381.202944599,56568321.947995998
368453:8873,06/05/23 00:22:37,5,5,2005794.518958468,299523.183652890
368454:8873,06/05/23 00:26:44,1165,1165,341530224.314609051,327793459.060820580
368489:8877,06/05/23 13:06:06,1537,1537,537336384.309315562,515215797.175048232
368546:8880,06/06/23 04:02:46,659,659,295544371.118931651,275630545.329393327
368547:8880,06/06/23 08:21:17,700,700,254727678.114980102,234184269.028040975
368548:8880,06/06/23 13:02:12,1038,1038,245695061.809899122,236924780.764747560
368566:8882,06/06/23 22:37:56,1195,1195,501585312.740966260,473338413.561391652
368567:8882,06/07/23 06:24:22,433,433,130458886.137209371,124723739.933181539
368609:8885,06/08/23 00:28:48,999,999,420514418.309435785,401245935.216824174
368611:8885,06/08/23 07:09:42,381,381,121782774.280233160,117243244.276225105
368613:8885,06/08/23 09:55:55,260,260,68970809.022999629,66658254.405236192
368636:8887,06/08/23 21:31:45,769,769,323468874.209661484,308785232.601614237
368669:8891,06/09/23 13:10:40,369,369,163003696.246417940,154968904.663582325
368670:8891,06/09/23 15:36:20,258,258,120075393.843455866,112940910.333803982
368672:8891,06/09/23 17:40:15,866,866,300424180.371488035,288094604.449238956
368674:8891,06/10/23 00:29:40,12,11,2973213.291916546,2345962.521693876
368675:8891,06/10/23 00:36:10,50,50,12116768.930872686,10873042.899463732
368676:8891,06/10/23 00:58:19,156,156,35945188.820745200,34459004.422364034
368678:8891,06/10/23 02:02:10,171,171,36521685.930369534,35377719.742823109
368684:8894,06/10/23 07:13:07,96,96,26522099.377856389,23691362.574401818
368685:8894,06/10/23 07:53:33,1481,1481,574679394.765305042,550740849.432346821
368723:8895,06/11/23 00:11:38,93,93,33679510.692392543,32063143.012301426
368724:8895,06/11/23 01:02:34,1200,1200,512210966.893946707,486933374.070120275
368746:8896,06/11/23 11:26:58,39,39,8764889.004176941,8078309.759909551
368749:8896,06/11/23 11:52:39,169,169,75582432.229946852,70478192.624215439
368753:8896,06/11/23 13:10:11,976,976,420345213.299645007,400240490.009722948
368762:8896,06/11/23 22:38:24,194,194,72699553.223261788,67333611.370379686
368764:8896,06/12/23 00:01:59,1,1,464520.084573684,415117.942040114
368765:8896,06/12/23 00:07:46,1386,1386,545509286.359297633,523313028.951288819
368822:8901,06/13/23 02:28:21,945,945,404272041.621585965,384555355.543425679
368823:8901,06/13/23 08:38:47,33,33,13190313.539924208,11676866.532851344
Run2023D
369927:9016,07/01/23 12:26:50,340,340,3232428.065372645,3184844.377355246
369943:9017,07/01/23 19:31:57,384,384,29589301.917877402,28931864.108260728
369956:9019,07/02/23 03:24:03,1040,1040,87946297.729962721,85790253.910211578
369978:9022,07/02/23 16:21:51,782,782,170577045.309581608,164211090.906360745
369998:9023,07/03/23 00:31:01,179,179,59041263.897541150,54522992.307976179
369999:9023,07/03/23 01:42:38,41,41,16047742.117476696,14570408.348968195
370093:9029,07/03/23 23:52:21,450,450,157630338.357295632,150552240.273986310
370097:9029,07/04/23 05:14:28,356,356,134912130.277364433,127556893.843759581
370102:9029,07/04/23 07:48:17,762,762,210324068.453975201,202825271.401061207
370129:9031,07/04/23 16:57:20,510,510,211939691.767199129,202816517.463707864
370144:9031,07/04/23 21:36:05,1328,1328,401041494.334068894,386641685.231026232
370169:9035,07/05/23 11:04:40,1330,1330,533161597.347150624,498223113.855326891
370172:9035,07/05/23 21:07:28,300,300,79394653.340735570,74826141.135905862
370175:9036,07/06/23 01:38:22,1693,1693,698839648.737899899,665832061.453088284
370293:9043,07/07/23 11:09:51,1580,1580,675016409.183263421,642706899.924352050
370294:9043,07/07/23 21:26:42,668,668,180485550.586304128,173942472.667488426
370300:9044,07/08/23 04:08:22,962,962,438624014.209646285,417282631.463571310
370304:9044,07/08/23 10:50:38,327,327,124070804.935903102,118142842.430435866
370307:9044,07/08/23 13:04:05,708,708,208196809.800811797,200913326.989295691
370321:9045,07/08/23 19:41:08,14,14,1793125.368590452,1624979.218144831
370332:9045,07/08/23 20:20:38,1966,1966,720709673.127492785,685988520.232419372
370340:9046,07/09/23 10:57:13,756,756,343267291.567333162,324983214.385494947
370354:9049,07/09/23 19:08:47,278,278,114900661.150350735,110376827.618408859
370357:9049,07/09/23 22:29:47,801,801,327673992.836805582,314553603.878507137
370406:9050,07/10/23 12:29:29,825,825,362060060.958064914,344481533.523254097
370436:9050,07/10/23 17:55:30,31,31,11059022.925286338,10260062.731054926
370460:9055,07/11/23 03:20:19,116,116,33545116.590547707,32238304.745551322
370472:9056,07/11/23 07:22:18,42,42,9402369.608903576,9271979.875051834
370497:9057,07/11/23 09:38:34,1429,1429,591026662.525604725,562887017.840036392
370522:9059,07/11/23 23:55:53,322,322,136123965.493781984,129730277.892145738
370560:9062,07/12/23 12:37:34,348,348,148671548.908207744,142254453.028817236
370579:9063,07/12/23 17:39:39,85,85,24971561.187329851,23927339.992291447
370580:9063,07/12/23 18:17:16,2875,2875,938010434.132786751,893128658.739221573
370667:9066,07/14/23 08:10:37,101,101,39237170.993399464,36615223.379808776
370717:9067,07/15/23 01:10:34,119,119,37104064.134088047,35438896.910111085
370725:9068,07/15/23 05:13:53,412,412,175000313.149542212,165409398.122859895
370749:9070,07/15/23 17:21:13,1490,1490,641096494.348736405,610097250.892452598
370753:9070,07/16/23 03:18:43,249,249,75394908.730788782,72712878.302085802
370772:9072,07/16/23 07:59:39,1219,1219,554903846.528957844,527340403.395179093
370774:9072,07/16/23 16:07:34,159,159,59350779.904369019,54596983.273439571
370775:9072,07/16/23 17:11:41,168,168,57047856.989607535,52894638.949230768
370776:9072,07/16/23 18:19:32,326,326,97218472.699304044,93510452.644728854
370790:9073,07/16/23 22:51:10,23,23,3374924.317032570,2947694.019465562
